exp interface log记录
[2025-05-15 12:20:27] [Info]: [ranyi] Total: 2279, gametime: 1107, rankpoint: 2279, shotgunkills: 105542, smgkills:178281, tankrocks: 1537, versuswin: 516, versustotal：781, gamesplayed: 1189, maxrankpoint: 2296, kill_per_round: 238, rock_per_round: 1, hour_per_round: 0
[2025-05-19 18:46:00] [Info]: [皮牙子] Total: 310, gametime: 161, rankpoint: 310, shotgunkills: 5896, smgkills:14750, tankrocks: 81, versuswin: 184, versustotal：411, gamesplayed: 469, maxrankpoint: 630, kill_per_round: 44, rock_per_round: 0, hour_per_round: 0
[2025-05-19 18:47:18] [Info]: [cctv0067] Total: 9109, gametime: 3557, rankpoint: 9109, shotgunkills: 460599, smgkills:455750, tankrocks: 6303, versuswin: 1613, versustotal：3205, gamesplayed: 4550, maxrankpoint: 8107, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-19 18:48:01] [Info]: [深渊] Total: 260, gametime: 147, rankpoint: 260, shotgunkills: 9729, smgkills:24386, tankrocks: 114, versuswin: 75, versustotal：161, gamesplayed: 252, maxrankpoint: 399, kill_per_round: 135, rock_per_round: 0, hour_per_round: 0
[2025-05-19 18:49:08] [Info]: [变态猫] Total: 2971, gametime: 1995, rankpoint: 2971, shotgunkills: 91693, smgkills:114671, tankrocks: 1554, versuswin: 1043, versustotal：2187, gamesplayed: 2510, maxrankpoint: 4505, kill_per_round: 82, rock_per_round: 0, hour_per_round: 0
[2025-05-19 18:51:20] [Info]: [cctv0067] Total: 9109, gametime: 3557, rankpoint: 9109, shotgunkills: 460599, smgkills:455750, tankrocks: 6303, versuswin: 1613, versustotal：3205, gamesplayed: 4550, maxrankpoint: 8107, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-19 20:03:50] [Info]: [一个控防不住] Total: 2309, gametime: 1122, rankpoint: 2309, shotgunkills: 105662, smgkills:179437, tankrocks: 1554, versuswin: 522, versustotal：794, gamesplayed: 1226, maxrankpoint: 2348, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-19 21:12:39] [Info]: [cctv0067] Total: 9109, gametime: 3557, rankpoint: 9109, shotgunkills: 460599, smgkills:455750, tankrocks: 6303, versuswin: 1613, versustotal：3205, gamesplayed: 4550, maxrankpoint: 8107, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 12:33:15] [Info]: [cctv0067] Total: 9111, gametime: 3558, rankpoint: 9111, shotgunkills: 460781, smgkills:455950, tankrocks: 6303, versuswin: 1613, versustotal：3207, gamesplayed: 4552, maxrankpoint: 8110, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 17:24:45] [Info]: [cctv0067] Total: 9113, gametime: 3559, rankpoint: 9113, shotgunkills: 460847, smgkills:455988, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 17:26:20] [Info]: [浊酒] Total: 6, gametime: 56, rankpoint: 6, shotgunkills: 273, smgkills:2071, tankrocks: 0, versuswin: 0, versustotal：3, gamesplayed: 3, maxrankpoint: 59, kill_per_round: 781, rock_per_round: 0, hour_per_round: 18
[2025-05-20 17:26:30] [Info]: [大牛子呀哞哞哞哞转] Total: 772, gametime: 384, rankpoint: 772, shotgunkills: 37092, smgkills:11655, tankrocks: 284, versuswin: 309, versustotal：613, gamesplayed: 764, maxrankpoint: 1148, kill_per_round: 63, rock_per_round: 0, hour_per_round: 0
[2025-05-20 17:27:28] [Info]: [悲伤的板栗仁] Total: 437, gametime: 320, rankpoint: 437, shotgunkills: 13441, smgkills:14352, tankrocks: 186, versuswin: 138, versustotal：350, gamesplayed: 423, maxrankpoint: 743, kill_per_round: 65, rock_per_round: 0, hour_per_round: 0
[2025-05-20 17:30:17] [Info]: [陆公纪] Total: 1409, gametime: 709, rankpoint: 1409, shotgunkills: 40283, smgkills:37932, tankrocks: 378, versuswin: 955, versustotal：1856, gamesplayed: 1962, maxrankpoint: 2671, kill_per_round: 39, rock_per_round: 0, hour_per_round: 0
[2025-05-20 17:34:21] [Info]: [cctv0067] Total: 9113, gametime: 3559, rankpoint: 9113, shotgunkills: 460847, smgkills:455988, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 17:35:10] [Info]: [咩咩] Total: 22, gametime: 11, rankpoint: 22, shotgunkills: 60, smgkills:709, tankrocks: 4, versuswin: 15, versustotal：31, gamesplayed: 40, maxrankpoint: 51, kill_per_round: 19, rock_per_round: 0, hour_per_round: 0
[2025-05-20 17:38:06] [Info]: [白杨树] Total: 3479, gametime: 1576, rankpoint: 3479, shotgunkills: 133786, smgkills:184581, tankrocks: 2007, versuswin: 906, versustotal：1751, gamesplayed: 2778, maxrankpoint: 4354, kill_per_round: 114, rock_per_round: 0, hour_per_round: 0
[2025-05-20 17:39:13] [Info]: [给你脸给多了！] Total: 345, gametime: 276, rankpoint: 345, shotgunkills: 6803, smgkills:33413, tankrocks: 75, versuswin: 208, versustotal：392, gamesplayed: 483, maxrankpoint: 759, kill_per_round: 83, rock_per_round: 0, hour_per_round: 0
[2025-05-20 17:40:52] [Info]: [cctv0067] Total: 9113, gametime: 3559, rankpoint: 9113, shotgunkills: 460847, smgkills:455988, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 17:43:40] [Info]: [沙砾] Total: 670, gametime: 578, rankpoint: 670, shotgunkills: 5911, smgkills:43891, tankrocks: 142, versuswin: 418, versustotal：868, gamesplayed: 1008, maxrankpoint: 1586, kill_per_round: 49, rock_per_round: 0, hour_per_round: 0
[2025-05-20 17:43:44] [Info]: [ukinoa] Total: 91, gametime: 91, rankpoint: 91, shotgunkills: 4754, smgkills:8024, tankrocks: 16, versuswin: 35, versustotal：66, gamesplayed: 85, maxrankpoint: 176, kill_per_round: 150, rock_per_round: 0, hour_per_round: 1
[2025-05-20 18:17:38] [Info]: [cctv0067] Total: 9113, gametime: 3559, rankpoint: 9113, shotgunkills: 460847, smgkills:455988, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 18:35:47] [Info]: [无敌瑟瑟王小春] Total: 72, gametime: 128, rankpoint: 72, shotgunkills: 2680, smgkills:4628, tankrocks: 26, versuswin: 9, versustotal：13, gamesplayed: 23, maxrankpoint: 151, kill_per_round: 317, rock_per_round: 1, hour_per_round: 5
[2025-05-20 18:55:05] [Info]: [cctv0067] Total: 9113, gametime: 3559, rankpoint: 9113, shotgunkills: 460847, smgkills:455988, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 18:55:28] [Info]: [丝瓜洗澡] Total: 170, gametime: 117, rankpoint: 170, shotgunkills: 9136, smgkills:3323, tankrocks: 32, versuswin: 73, versustotal：165, gamesplayed: 186, maxrankpoint: 303, kill_per_round: 66, rock_per_round: 0, hour_per_round: 0
[2025-05-20 18:55:48] [Info]: [翻斗花园淫趴胡图图] Total: 873, gametime: 358, rankpoint: 873, shotgunkills: 5685, smgkills:14080, tankrocks: 648, versuswin: 339, versustotal：736, gamesplayed: 835, maxrankpoint: 1193, kill_per_round: 23, rock_per_round: 0, hour_per_round: 0
[2025-05-20 18:55:57] [Info]: [她说为了中非友谊] Total: 148, gametime: 111, rankpoint: 148, shotgunkills: 1268, smgkills:5361, tankrocks: 20, versuswin: 117, versustotal：230, gamesplayed: 253, maxrankpoint: 364, kill_per_round: 26, rock_per_round: 0, hour_per_round: 0
[2025-05-20 18:58:30] [Info]: [DanielEvans] Total: 2734, gametime: 574, rankpoint: 2734, shotgunkills: 1147, smgkills:8866, tankrocks: 1312, versuswin: 1041, versustotal：4148, gamesplayed: 4331, maxrankpoint: 4905, kill_per_round: 2, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:00:27] [Info]: [Av1c11] Total: 4, gametime: 9, rankpoint: 4, shotgunkills: 381, smgkills:136, tankrocks: 0, versuswin: 1, versustotal：1, gamesplayed: 1, maxrankpoint: 10, kill_per_round: 517, rock_per_round: 0, hour_per_round: 9
[2025-05-20 19:00:28] [Info]: [火云鞋神] Total: 71, gametime: 31, rankpoint: 71, shotgunkills: 255, smgkills:1556, tankrocks: 61, versuswin: 25, versustotal：47, gamesplayed: 56, maxrankpoint: 87, kill_per_round: 32, rock_per_round: 1, hour_per_round: 0
[2025-05-20 19:03:52] [Info]: [我是猫娘] Total: 1776, gametime: 1115, rankpoint: 1776, shotgunkills: 56401, smgkills:181896, tankrocks: 925, versuswin: 469, versustotal：1127, gamesplayed: 1535, maxrankpoint: 2650, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:07:39] [Info]: [我是猫娘] Total: 1776, gametime: 1115, rankpoint: 1776, shotgunkills: 56401, smgkills:181896, tankrocks: 925, versuswin: 469, versustotal：1127, gamesplayed: 1535, maxrankpoint: 2650, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:09:28] [Info]: [cctv0067] Total: 9113, gametime: 3559, rankpoint: 9113, shotgunkills: 460847, smgkills:455988, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 19:10:42] [Info]: [半生流离] Total: 95, gametime: 119, rankpoint: 95, shotgunkills: 6929, smgkills:2693, tankrocks: 11, versuswin: 23, versustotal：53, gamesplayed: 59, maxrankpoint: 178, kill_per_round: 163, rock_per_round: 0, hour_per_round: 2
[2025-05-20 19:10:43] [Info]: [疯狂伊文] Total: 75, gametime: 40, rankpoint: 75, shotgunkills: 382, smgkills:5267, tankrocks: 23, versuswin: 65, versustotal：105, gamesplayed: 120, maxrankpoint: 160, kill_per_round: 47, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:11:13] [Info]: [射击队友提升手感] Total: 1040, gametime: 730, rankpoint: 1040, shotgunkills: 81117, smgkills:60903, tankrocks: 303, versuswin: 187, versustotal：424, gamesplayed: 638, maxrankpoint: 1368, kill_per_round: 222, rock_per_round: 0, hour_per_round: 1
[2025-05-20 19:12:21] [Info]: [我是猫娘] Total: 1776, gametime: 1115, rankpoint: 1776, shotgunkills: 56401, smgkills:181896, tankrocks: 925, versuswin: 469, versustotal：1127, gamesplayed: 1535, maxrankpoint: 2650, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:14:36] [Info]: [射击队友提升手感] Total: 1040, gametime: 730, rankpoint: 1040, shotgunkills: 81117, smgkills:60903, tankrocks: 303, versuswin: 187, versustotal：424, gamesplayed: 638, maxrankpoint: 1368, kill_per_round: 222, rock_per_round: 0, hour_per_round: 1
[2025-05-20 19:14:36] [Info]: [cctv0067] Total: 9113, gametime: 3559, rankpoint: 9113, shotgunkills: 460847, smgkills:455988, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 19:14:37] [Info]: [我是猫娘] Total: 1777, gametime: 1116, rankpoint: 1777, shotgunkills: 56401, smgkills:181896, tankrocks: 925, versuswin: 469, versustotal：1128, gamesplayed: 1536, maxrankpoint: 2652, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:16:05] [Info]: [cctv0067] Total: 9113, gametime: 3559, rankpoint: 9113, shotgunkills: 460847, smgkills:455988, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 19:16:05] [Info]: [我是猫娘] Total: 1777, gametime: 1116, rankpoint: 1777, shotgunkills: 56401, smgkills:181896, tankrocks: 925, versuswin: 469, versustotal：1128, gamesplayed: 1536, maxrankpoint: 2652, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:16:18] [Info]: [cctv0067] Total: 9113, gametime: 3559, rankpoint: 9113, shotgunkills: 460847, smgkills:455988, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 19:16:19] [Info]: [我是猫娘] Total: 1777, gametime: 1116, rankpoint: 1777, shotgunkills: 56401, smgkills:181896, tankrocks: 925, versuswin: 469, versustotal：1128, gamesplayed: 1536, maxrankpoint: 2652, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:16:20] [Info]: [donk] Total: 667, gametime: 650, rankpoint: 667, shotgunkills: 102877, smgkills:25129, tankrocks: 73, versuswin: 62, versustotal：113, gamesplayed: 170, maxrankpoint: 820, kill_per_round: 752, rock_per_round: 0, hour_per_round: 3
[2025-05-20 19:17:26] [Info]: [丿灬悔] Total: 9546, gametime: 3958, rankpoint: 9546, shotgunkills: 511452, smgkills:311380, tankrocks: 5553, versuswin: 2805, versustotal：5133, gamesplayed: 5975, maxrankpoint: 9933, kill_per_round: 137, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:18:29] [Info]: [cctv0067] Total: 9113, gametime: 3559, rankpoint: 9113, shotgunkills: 460847, smgkills:455988, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 19:18:30] [Info]: [我是猫娘] Total: 1777, gametime: 1116, rankpoint: 1777, shotgunkills: 56401, smgkills:181896, tankrocks: 925, versuswin: 469, versustotal：1128, gamesplayed: 1536, maxrankpoint: 2652, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:19:36] [Info]: [cctv0067] Total: 9113, gametime: 3559, rankpoint: 9113, shotgunkills: 460847, smgkills:455988, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 19:19:36] [Info]: [我是猫娘] Total: 1777, gametime: 1116, rankpoint: 1777, shotgunkills: 56401, smgkills:181896, tankrocks: 925, versuswin: 469, versustotal：1128, gamesplayed: 1536, maxrankpoint: 2652, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:19:50] [Info]: [cctv0067] Total: 9113, gametime: 3559, rankpoint: 9113, shotgunkills: 460847, smgkills:455988, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 19:19:51] [Info]: [我是猫娘] Total: 1777, gametime: 1116, rankpoint: 1777, shotgunkills: 56401, smgkills:181896, tankrocks: 925, versuswin: 469, versustotal：1128, gamesplayed: 1536, maxrankpoint: 2652, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:23:16] [Info]: [(S)大剑相杀爱好者] Total: 1776, gametime: 594, rankpoint: 1776, shotgunkills: 158142, smgkills:25782, tankrocks: 526, versuswin: 591, versustotal：1132, gamesplayed: 1237, maxrankpoint: 1831, kill_per_round: 148, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:23:19] [Info]: [我服了] Total: 369, gametime: 230, rankpoint: 369, shotgunkills: 2556, smgkills:3903, tankrocks: 262, versuswin: 119, versustotal：290, gamesplayed: 322, maxrankpoint: 552, kill_per_round: 20, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:24:02] [Info]: [小鲁] Total: 583, gametime: 404, rankpoint: 583, shotgunkills: 8557, smgkills:21391, tankrocks: 328, versuswin: 202, versustotal：403, gamesplayed: 565, maxrankpoint: 969, kill_per_round: 53, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:24:19] [Info]: [温蒂] Total: 227, gametime: 111, rankpoint: 227, shotgunkills: 2329, smgkills:5916, tankrocks: 74, versuswin: 151, versustotal：310, gamesplayed: 348, maxrankpoint: 459, kill_per_round: 23, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:25:00] [Info]: [緒山まひろい] Total: 8, gametime: 35, rankpoint: 8, shotgunkills: 2540, smgkills:594, tankrocks: 0, versuswin: 2, versustotal：2, gamesplayed: 2, maxrankpoint: 37, kill_per_round: 1567, rock_per_round: 0, hour_per_round: 17
[2025-05-20 19:27:04] [Info]: [瞬] Total: 653, gametime: 429, rankpoint: 653, shotgunkills: 9096, smgkills:28812, tankrocks: 232, versuswin: 361, versustotal：801, gamesplayed: 874, maxrankpoint: 1303, kill_per_round: 43, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:27:18] [Info]: [棺姬teto] Total: 1810, gametime: 1472, rankpoint: 1810, shotgunkills: 195339, smgkills:37612, tankrocks: 239, versuswin: 330, versustotal：628, gamesplayed: 774, maxrankpoint: 2246, kill_per_round: 300, rock_per_round: 0, hour_per_round: 1
[2025-05-20 19:27:24] [Info]: [SHUI] Total: 5330, gametime: 1822, rankpoint: 5330, shotgunkills: 209561, smgkills:86863, tankrocks: 3576, versuswin: 1424, versustotal：2793, gamesplayed: 3756, maxrankpoint: 5578, kill_per_round: 78, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:28:09] [Info]: [灌注永畜塔菲offcial今天] Total: 17, gametime: 21, rankpoint: 17, shotgunkills: 823, smgkills:606, tankrocks: 6, versuswin: 5, versustotal：9, gamesplayed: 9, maxrankpoint: 30, kill_per_round: 158, rock_per_round: 0, hour_per_round: 2
[2025-05-20 19:28:56] [Info]: [我服了] Total: 369, gametime: 230, rankpoint: 369, shotgunkills: 2556, smgkills:3903, tankrocks: 262, versuswin: 119, versustotal：290, gamesplayed: 322, maxrankpoint: 552, kill_per_round: 20, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:28:56] [Info]: [cctv0067] Total: 9114, gametime: 3559, rankpoint: 9114, shotgunkills: 460877, smgkills:455988, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 19:28:57] [Info]: [我是猫娘] Total: 1777, gametime: 1116, rankpoint: 1777, shotgunkills: 56434, smgkills:181896, tankrocks: 925, versuswin: 469, versustotal：1128, gamesplayed: 1536, maxrankpoint: 2652, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:29:00] [Info]: [灌注永畜塔菲offcial今天] Total: 17, gametime: 21, rankpoint: 17, shotgunkills: 823, smgkills:606, tankrocks: 6, versuswin: 5, versustotal：9, gamesplayed: 9, maxrankpoint: 30, kill_per_round: 158, rock_per_round: 0, hour_per_round: 2
[2025-05-20 19:29:22] [Info]: [donk] Total: 667, gametime: 650, rankpoint: 667, shotgunkills: 102877, smgkills:25129, tankrocks: 73, versuswin: 62, versustotal：113, gamesplayed: 170, maxrankpoint: 820, kill_per_round: 752, rock_per_round: 0, hour_per_round: 3
[2025-05-20 19:30:25] [Info]: [(S)faronfang] Total: 563, gametime: 305, rankpoint: 563, shotgunkills: 7803, smgkills:19135, tankrocks: 150, versuswin: 417, versustotal：778, gamesplayed: 876, maxrankpoint: 1181, kill_per_round: 30, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:31:04] [Info]: [-医疗包-] Total: 318, gametime: 251, rankpoint: 318, shotgunkills: 5545, smgkills:20401, tankrocks: 59, versuswin: 135, versustotal：320, gamesplayed: 474, maxrankpoint: 725, kill_per_round: 54, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:33:38] [Info]: [cctv0067] Total: 9114, gametime: 3559, rankpoint: 9114, shotgunkills: 460913, smgkills:455988, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 19:33:38] [Info]: [我服了] Total: 369, gametime: 230, rankpoint: 369, shotgunkills: 2556, smgkills:3903, tankrocks: 262, versuswin: 119, versustotal：290, gamesplayed: 322, maxrankpoint: 552, kill_per_round: 20, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:33:38] [Info]: [我是猫娘] Total: 1777, gametime: 1116, rankpoint: 1777, shotgunkills: 56434, smgkills:181896, tankrocks: 925, versuswin: 469, versustotal：1128, gamesplayed: 1536, maxrankpoint: 2652, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:34:43] [Info]: [半生流离] Total: 95, gametime: 119, rankpoint: 95, shotgunkills: 6929, smgkills:2693, tankrocks: 11, versuswin: 23, versustotal：53, gamesplayed: 59, maxrankpoint: 178, kill_per_round: 163, rock_per_round: 0, hour_per_round: 2
[2025-05-20 19:38:43] [Info]: [小野天花板.] Total: 63, gametime: 46, rankpoint: 63, shotgunkills: 1617, smgkills:1356, tankrocks: 12, versuswin: 34, versustotal：81, gamesplayed: 88, maxrankpoint: 134, kill_per_round: 33, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:39:11] [Info]: [R1N0] Total: 230, gametime: 187, rankpoint: 230, shotgunkills: 6341, smgkills:13628, tankrocks: 89, versuswin: 90, versustotal：202, gamesplayed: 234, maxrankpoint: 421, kill_per_round: 85, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:40:14] [Info]: [cctv0067] Total: 9114, gametime: 3559, rankpoint: 9114, shotgunkills: 460952, smgkills:455989, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 19:40:15] [Info]: [我是猫娘] Total: 1777, gametime: 1116, rankpoint: 1777, shotgunkills: 56450, smgkills:181896, tankrocks: 925, versuswin: 469, versustotal：1128, gamesplayed: 1536, maxrankpoint: 2652, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:40:37] [Info]: [cctv0067] Total: 9114, gametime: 3559, rankpoint: 9114, shotgunkills: 460952, smgkills:455989, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 19:40:37] [Info]: [我是猫娘] Total: 1777, gametime: 1116, rankpoint: 1777, shotgunkills: 56450, smgkills:181896, tankrocks: 925, versuswin: 469, versustotal：1128, gamesplayed: 1536, maxrankpoint: 2652, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:40:51] [Info]: [cctv0067] Total: 9114, gametime: 3559, rankpoint: 9114, shotgunkills: 460952, smgkills:455989, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 19:40:51] [Info]: [我是猫娘] Total: 1777, gametime: 1116, rankpoint: 1777, shotgunkills: 56450, smgkills:181896, tankrocks: 925, versuswin: 469, versustotal：1128, gamesplayed: 1536, maxrankpoint: 2652, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:45:56] [Info]: [我是猫娘] Total: 1777, gametime: 1116, rankpoint: 1777, shotgunkills: 56450, smgkills:181896, tankrocks: 925, versuswin: 469, versustotal：1128, gamesplayed: 1536, maxrankpoint: 2652, kill_per_round: 155, rock_per_round: 0, hour_per_round: 0
[2025-05-20 19:45:57] [Info]: [cctv0067] Total: 9114, gametime: 3559, rankpoint: 9114, shotgunkills: 460952, smgkills:455989, tankrocks: 6305, versuswin: 1613, versustotal：3208, gamesplayed: 4553, maxrankpoint: 8112, kill_per_round: 201, rock_per_round: 1, hour_per_round: 0
[2025-05-20 20:35:52] [Warning]: 获取 一个控防不住 的信息时重试超时
[2025-05-20 20:37:40] [Info]: [一个控防不住] Total: 2310, gametime: 1124, rankpoint: 2310, shotgunkills: 105679, smgkills:179776, tankrocks: 1554, versuswin: 522, versustotal：794, gamesplayed: 1226, maxrankpoint: 2350, kill_per_round: 232, rock_per_round: 1, hour_per_round: 0
[2025-05-20 20:38:42] [Info]: [我超市你] Total: 148, gametime: 187, rankpoint: 148, shotgunkills: 7221, smgkills:3982, tankrocks: 18, versuswin: 57, versustotal：117, gamesplayed: 134, maxrankpoint: 321, kill_per_round: 83, rock_per_round: 0, hour_per_round: 1
[2025-05-20 20:40:59] [Info]: [迟樱 .] Total: 660, gametime: 239, rankpoint: 660, shotgunkills: 13824, smgkills:8376, tankrocks: 398, versuswin: 331, versustotal：635, gamesplayed: 682, maxrankpoint: 921, kill_per_round: 32, rock_per_round: 0, hour_per_round: 0
[2025-05-20 20:41:01] [Info]: [开贝枳] Total: 151, gametime: 219, rankpoint: 151, shotgunkills: 5379, smgkills:23744, tankrocks: 3, versuswin: 74, versustotal：151, gamesplayed: 169, maxrankpoint: 388, kill_per_round: 172, rock_per_round: 0, hour_per_round: 1
[2025-05-20 20:41:39] [Info]: [网线被拔の傻芙芙] Total: 7229, gametime: 3103, rankpoint: 7229, shotgunkills: 134221, smgkills:294414, tankrocks: 5456, versuswin: 2520, versustotal：4581, gamesplayed: 5590, maxrankpoint: 8693, kill_per_round: 76, rock_per_round: 0, hour_per_round: 0
[2025-05-20 20:42:49] [Info]: [日不落] Total: 1182, gametime: 632, rankpoint: 1182, shotgunkills: 59084, smgkills:56244, tankrocks: 265, versuswin: 703, versustotal：1192, gamesplayed: 1392, maxrankpoint: 2024, kill_per_round: 82, rock_per_round: 0, hour_per_round: 0
[2025-05-20 20:43:48] [Info]: [35721087721] Total: 1874, gametime: 530, rankpoint: 1874, shotgunkills: 5211, smgkills:61516, tankrocks: 1915, versuswin: 451, versustotal：903, gamesplayed: 1177, maxrankpoint: 1707, kill_per_round: 56, rock_per_round: 1, hour_per_round: 0
[2025-05-20 20:44:36] [Info]: [奈克瑟斯奥特曼] Total: 3253, gametime: 1245, rankpoint: 3253, shotgunkills: 183326, smgkills:87732, tankrocks: 1605, versuswin: 1039, versustotal：1879, gamesplayed: 2454, maxrankpoint: 3699, kill_per_round: 110, rock_per_round: 0, hour_per_round: 0
[2025-05-20 20:44:54] [Info]: [冲鸭 可达鸭] Total: 185, gametime: 133, rankpoint: 185, shotgunkills: 638, smgkills:9270, tankrocks: 25, versuswin: 156, versustotal：255, gamesplayed: 332, maxrankpoint: 465, kill_per_round: 29, rock_per_round: 0, hour_per_round: 0
[2025-05-20 20:45:23] [Info]: [去看那场雪] Total: 242, gametime: 180, rankpoint: 242, shotgunkills: 3273, smgkills:11529, tankrocks: 20, versuswin: 246, versustotal：393, gamesplayed: 420, maxrankpoint: 600, kill_per_round: 35, rock_per_round: 0, hour_per_round: 0
[2025-05-20 20:45:50] [Info]: [混局] Total: 1643, gametime: 1146, rankpoint: 1643, shotgunkills: 19746, smgkills:136984, tankrocks: 465, versuswin: 1124, versustotal：2205, gamesplayed: 2390, maxrankpoint: 3536, kill_per_round: 65, rock_per_round: 0, hour_per_round: 0
[2025-05-20 20:46:03] [Info]: [R1N0] Total: 230, gametime: 187, rankpoint: 230, shotgunkills: 6341, smgkills:13628, tankrocks: 89, versuswin: 90, versustotal：202, gamesplayed: 234, maxrankpoint: 421, kill_per_round: 85, rock_per_round: 0, hour_per_round: 0
